#EPIC,    ra,        dec,      Kp,   list
60021040, 358.735122, 2.581534, 14.76258469, red_giant
60021043, 357.576302, 4.279865, 14.5068388, red_giant
60021047, 353.682562, -1.551014, 14.92036057, red_giant
60021051, 0.202787, -7.729974, 14.09179401, red_giant
60021066, 353.553667, -4.661331, 14.31666756, red_giant
60021072, 3.994934, -4.632805, 14.96191311, red_giant
60021073, 358.51914, 1.508693, 14.43693924, red_giant
60021074, 358.632411, 4.369887, 14.9641819, red_giant
60021085, 1.962348, -4.646506, 14.52882099, red_giant
60021089, 1.473592, 3.99191, 14.96798134, red_giant
60021093, 3.09916, -5.314421, 14.44373512, red_giant
60021096, 357.436753, -7.308337, 14.9048214, red_giant
60021097, 358.072154, 1.804087, 14.35105133, red_giant
60021101, 358.574107, 4.128433, 15.68681335, red_giant
60021105, 359.406637, -6.416113, 15.27428627, red_giant
60021116, 359.580397, -2.720531, 15.93796158, red_giant
60021120, 352.424145, -5.2916, 15.53113651, red_giant
60021123, 2.386778, 3.355578, 15.8496418, red_giant
60021126, 1.137898, 2.566242, 15.68118286, red_giant
60021127, 358.901775, 2.154424, 15.18545055, red_giant
60021128, 351.683115, -4.244023, 15.94617367, red_giant
60021131, 2.202459, 4.38566, 15.74140739, red_giant
60021133, 358.202243, -3.157188, 15.06210899, red_giant
60021141, 356.133101, 4.451141, 15.95942307, red_giant
60021142, 353.16503, -2.68237, 15.80351543, red_giant
60021143, 1.470781, 3.090766, 15.75657082, red_giant
60021146, 358.017604, -2.180702, 15.44833851, red_giant
60021147, 5.898725, -1.206335, 15.05760002, red_giant
60021179, 356.21351, -8.9731949, 15.23756504, red_giant
60021212, 354.81123, -0.87135399, 15.54093266, red_giant
60021220, 356.47639, -0.525299, 15.47262764, red_giant
60021221, 352.96678, -0.13485906, 15.42014503, red_giant
60021222, 356.54776, -0.075353, 15.61938858, red_giant
60021223, 356.82139, -0.060656, 15.13816643, red_giant
60021237, 357.29477, 0.590833, 15.58368969, red_giant
60021239, 5.0493594, 0.48673295, 15.70856571, red_giant
60021240, 353.95212, 0.89447723, 15.61130047, red_giant
60021241, 356.51226, 0.895686, 14.51876068, red_giant
60021243, 353.2737, 0.76153957, 15.18310738, red_giant
60021256, 353.6083, -1.2050255, 15.91497993, red_giant
60021260, 354.49484, -0.80144367, 15.80779362, red_giant
60021261, 356.4599, -0.715674, 15.67022896, red_giant
60021262, 356.84421, -0.699783, 15.71849442, red_giant
60021264, 5.2263856, -0.81104873, 15.47826862, red_giant
60021268, 354.74491, -0.227061, 14.65358925, red_giant
60021270, 356.02377, -0.396298, 15.45310783, red_giant
60021278, 352.68724, 0.14482084, 15.07003975, red_giant
60021281, 355.76668, 0.177065, 15.84925747, red_giant
60021282, 356.93748, 0.035587, 15.88994026, red_giant
60021288, 354.5643, -0.55454765, 15.14816189, red_giant
60021333, 0.471769, -5.275836, 14.8765707, red_giant
60021336, 1.302813, -5.93657, 15.803895, red_giant
60021337, 1.6536767, -6.757979, 15.42429161, red_giant
60021338, 0.890276, -4.313031, 15.68601513, red_giant
60021340, 2.3227963, -7.320366, 15.29172897, red_giant
60021341, 2.5437709, -7.5659176, 15.70098972, red_giant
60021344, 2.3714763, -5.3807771, 15.90825939, red_giant
60021345, 2.7812202, -6.3220064, 15.78230476, red_giant
60021346, 3.0183213, -6.7013259, 15.37183857, red_giant
60021347, 3.120262, -7.0616951, 15.69540882, red_giant
60021348, 3.194489, -7.213597, 15.08826065, red_giant
60021356, 1.2313718, -7.2579105, 15.6936636, red_giant
60021360, 1.443466, -5.079362, 15.74095726, red_giant
60021362, 1.9698871, -5.9567031, 15.64382172, red_giant
60021363, 2.052251, -5.490698, 15.82718754, red_giant
60021365, 2.854171, -5.9346334, 15.75528336, red_giant
60021368, 0.730236, -3.408608, 14.95044518, red_giant
60021373, 1.182993, -6.224958, 14.43719769, red_giant
60021374, 1.412108, -6.106342, 15.45171928, red_giant
60021375, 1.004531, -5.256473, 14.33247662, red_giant
60021377, 0.391466, -4.960445, 15.54141426, red_giant
60021378, 0.47678, -4.083783, 15.24623108, red_giant
60021381, 356.65808, -8.65313, 15.30955219, red_giant
60021382, 2.6643665, -7.720714, 15.24475002, red_giant
60021383, 1.5002851, -7.0028004, 15.94724083, red_giant
60021384, 2.830196, -7.0075278, 15.98337364, red_giant
60021385, 0.052847, -4.053701, 10.348, GKM_dwarf
60021386, 1.46591, 2.764336, 9.89, GKM_dwarf
60021389, 2.769229, -5.783979, 9.639, GKM_dwarf
60021409, 353.516192, 0.181646, 10.135, GKM_dwarf
60021410, 353.955347, 0.445529, 9.507, GKM_dwarf
60021412, 355.895498, -7.92332, 9.613, GKM_dwarf
60021423, 0.037436, -0.064799, 10.331, GKM_dwarf
60021426, 0.049891, 2.687339, 10.317, GKM_dwarf
60021427, 0.050449, 1.771435, 9.707, GKM_dwarf
60021428, 0.050939, 1.771467, 10.038, GKM_dwarf
60021429, 0.070541, -0.431267, 12.334, GKM_dwarf
60021432, 0.09293, -5.051216, 10.826, GKM_dwarf
60021436, 0.116764, -0.129593, 12.1, GKM_dwarf
60021437, 0.118401, 3.603781, 11.057, GKM_dwarf
60021439, 0.144385, -7.420963, 11.062, GKM_dwarf
60021440, 0.148516, -7.067695, 11.271, GKM_dwarf
60021442, 0.166803, 0.315054, 10.543, GKM_dwarf
60021447, 0.215186, -4.93586, 12.55, GKM_dwarf
60021448, 0.21567, -8.206672, 12.014, GKM_dwarf
60021451, 0.221121, -5.057042, 11.433, GKM_dwarf
60021452, 0.22946, -3.945454, 10.306, GKM_dwarf
60021454, 0.236776, 3.906071, 10.494, GKM_dwarf
60021458, 0.281262, -9.012214, 11.374, GKM_dwarf
60021459, 0.283547, -7.139252, 11.543, GKM_dwarf
60021463, 0.325932, -4.889741, 9.893, GKM_dwarf
60021465, 0.33395, 1.985866, 11.475, GKM_dwarf
60021466, 0.338867, -8.561642, 12.562, GKM_dwarf
60021468, 0.344023, 3.803812, 10.672, GKM_dwarf
60021470, 0.353531, -7.424091, 11.317, GKM_dwarf
60021471, 0.356108, -5.169251, 10.295, GKM_dwarf
60021478, 0.396839, -5.150817, 11.194, GKM_dwarf
60021482, 0.405873, -8.522679, 9.838, GKM_dwarf
60021483, 0.407599, -5.66101, 10.649, GKM_dwarf
60021485, 0.420362, 3.753687, 10.807, GKM_dwarf
60021487, 0.426788, 1.786935, 10.347, GKM_dwarf
60021488, 0.432563, 4.144254, 11.302, GKM_dwarf
60021489, 0.438754, -4.060998, 11.809, GKM_dwarf
60021491, 0.446743, -3.168466, 11.414, GKM_dwarf
60021495, 0.469354, -1.761498, 11.779, GKM_dwarf
60021496, 0.478478, -1.02669, 11.226, GKM_dwarf
60021497, 0.484183, 0.434854, 11.784, GKM_dwarf
60021502, 0.515249, -1.552515, 9.832, GKM_dwarf
60021503, 0.521318, 2.029304, 11.878, GKM_dwarf
60021505, 0.533244, 1.706208, 12.307, GKM_dwarf
60021509, 0.571217, -0.360072, 10.166, GKM_dwarf
60021510, 0.583415, -8.979396, 10.616, GKM_dwarf
60021511, 0.585008, -1.919999, 12.445, GKM_dwarf
60021514, 0.601866, -0.400515, 12.268, GKM_dwarf
60021515, 0.60465, 1.521151, 11.267, GKM_dwarf
60021516, 0.621227, 2.862519, 11.291, GKM_dwarf
60021517, 0.630357, -4.635669, 12.168, GKM_dwarf
60021518, 0.654277, -5.589633, 10.552, GKM_dwarf
60021521, 0.664095, -6.667228, 11.467, GKM_dwarf
60021525, 0.691945, -8.748038, 11.902, GKM_dwarf
60021528, 0.708239, -0.815936, 10.755, GKM_dwarf
60021533, 0.734701, -3.383481, 10.246, GKM_dwarf
60021538, 0.769749, 3.3788, 11.486, GKM_dwarf
60021539, 0.774317, 1.710594, 11.179, GKM_dwarf
60021541, 0.781384, 0.088993, 10.867, GKM_dwarf
60021544, 0.805677, -1.656693, 10.396, GKM_dwarf
60021545, 0.806291, -3.911404, 10.598, GKM_dwarf
60021546, 0.811095, 4.224222, 11.129, GKM_dwarf
60021548, 0.814851, -4.737494, 11.248, GKM_dwarf
60021549, 0.822435, -1.002033, 11.74, GKM_dwarf
60021550, 0.822463, -1.001725, 10.35, GKM_dwarf
60021555, 0.859246, 3.881256, 11.145, GKM_dwarf
60021556, 0.861424, -8.403124, 12.633, GKM_dwarf
60021558, 0.869258, 0.74953, 11.641, GKM_dwarf
60021559, 0.872486, -6.217983, 11.912, GKM_dwarf
60021563, 0.924357, -3.257964, 10.722, GKM_dwarf
60021567, 0.964369, 4.128873, 12.084, GKM_dwarf
60021568, 0.984075, 3.740726, 11.392, GKM_dwarf
60021570, 0.992779, -5.196388, 11.022, GKM_dwarf
60021571, 0.995104, -6.883803, 10.408, GKM_dwarf
60021572, 0.999506, -8.604812, 12.335, GKM_dwarf
60021573, 1.000679, -6.086583, 11.539, GKM_dwarf
60021575, 1.006568, -8.312628, 12.046, GKM_dwarf
60021577, 1.031879, -5.252947, 10.987, GKM_dwarf
60021579, 1.055639, -6.722243, 10.414, GKM_dwarf
60021582, 1.068845, -8.17863, 10.764, GKM_dwarf
60021588, 1.082517, 3.561259, 11.038, GKM_dwarf
60021589, 1.084241, -4.411378, 9.803, GKM_dwarf
60021591, 1.087071, -8.811271, 10.461, GKM_dwarf
60021595, 1.107928, -3.459918, 10.546, GKM_dwarf
60021598, 1.123366, 2.225492, 10.467, GKM_dwarf
60021601, 1.140353, 4.251241, 9.759, GKM_dwarf
60021604, 1.162802, 2.356295, 12.842, GKM_dwarf
60021606, 1.176186, 3.500394, 12.131, GKM_dwarf
60021608, 1.180544, 4.289651, 10.603, GKM_dwarf
60021610, 1.217924, 3.802391, 11.773, GKM_dwarf
60021611, 1.225635, -0.001459, 10.742, GKM_dwarf
60021613, 1.230814, -6.881066, 10.071, GKM_dwarf
60021614, 1.230856, -6.827379, 10.055, GKM_dwarf
60021616, 1.232581, 0.219719, 11.593, GKM_dwarf
60021617, 1.234021, -7.177142, 11.025, GKM_dwarf
60021618, 1.234547, 0.523225, 10.47, GKM_dwarf
60021619, 1.245395, -6.350022, 11.408, GKM_dwarf
60021621, 1.252303, -1.545333, 9.91, GKM_dwarf
60021624, 1.267261, -4.807434, 10.264, GKM_dwarf
60021629, 1.307528, 2.055876, 10.566, GKM_dwarf
60021633, 1.316763, 4.388154, 9.502, GKM_dwarf
60021634, 1.329033, 3.496884, 10.64, GKM_dwarf
60021635, 1.337648, -5.068736, 11.232, GKM_dwarf
60021639, 1.35423, -7.118411, 10.722, GKM_dwarf
60021641, 1.376187, -0.787122, 10.158, GKM_dwarf
60021649, 1.435161, -0.208193, 10.74, GKM_dwarf
60021654, 1.450189, -6.913694, 11.086, GKM_dwarf
60021657, 1.473642, 0.543011, 11.331, GKM_dwarf
60021661, 1.494151, 4.76709, 10.504, GKM_dwarf
60021663, 1.52873, 4.616789, 10.62, GKM_dwarf
60021666, 1.540683, -0.973972, 11.689, GKM_dwarf
60021667, 1.542066, 4.272338, 11.557, GKM_dwarf
60021671, 1.548609, 2.66848, 10.949, GKM_dwarf
60021672, 1.557822, 0.085887, 11.571, GKM_dwarf
60021673, 1.560533, 4.28384, 11.39, GKM_dwarf
60021676, 1.567052, 4.25993, 10.613, GKM_dwarf
60021678, 1.573936, -8.066647, 11.425, GKM_dwarf
60021680, 1.579986, -5.837572, 11.383, GKM_dwarf
60021681, 1.581834, -0.673047, 10.424, GKM_dwarf
60021682, 1.585182, -7.918879, 12.043, GKM_dwarf
60021684, 1.59862, 4.741271, 11.579, GKM_dwarf
60021691, 1.625639, 3.08192, 12.007, GKM_dwarf
60021692, 1.632135, 2.419801, 11.178, GKM_dwarf
60021696, 1.669523, -6.858423, 11.339, GKM_dwarf
60021698, 1.680181, -0.009612, 10.959, GKM_dwarf
60021699, 1.681031, -0.714672, 10.919, GKM_dwarf
60021702, 1.689536, 3.705602, 11.228, GKM_dwarf
60021704, 1.699474, 0.263333, 11.128, GKM_dwarf
60021705, 1.713776, -5.798058, 10.483, GKM_dwarf
60021711, 1.74483, 4.352446, 10.68, GKM_dwarf
60021714, 1.770119, 3.862451, 11.414, GKM_dwarf
60021715, 1.783365, 5.163662, 10.797, GKM_dwarf
60021718, 1.800491, 3.895113, 9.916, GKM_dwarf
60021723, 1.82027, -0.748829, 10.816, GKM_dwarf
60021724, 1.825548, 5.024569, 11.906, GKM_dwarf
60021728, 1.840479, -4.556535, 10.762, GKM_dwarf
60021729, 1.841036, -5.603599, 11.662, GKM_dwarf
60021731, 1.864676, 3.015737, 10.939, GKM_dwarf
60021738, 1.895591, 4.350266, 10.512, GKM_dwarf
60021739, 1.898517, -4.547807, 9.642, GKM_dwarf
60021741, 1.918177, 2.564382, 10.828, GKM_dwarf
60021743, 1.927383, 4.676362, 10.411, GKM_dwarf
60021744, 1.933164, 3.320683, 11.477, GKM_dwarf
60021748, 1.944152, -1.01925, 11.123, GKM_dwarf
60021749, 1.978519, -6.430225, 10.478, GKM_dwarf
60021750, 1.978537, 3.29715, 10.387, GKM_dwarf
60021757, 2.011233, -7.713687, 11.487, GKM_dwarf
60021758, 2.01178, -7.155767, 11.07, GKM_dwarf
60021762, 2.039591, -0.852434, 11.112, GKM_dwarf
60021763, 2.053481, 3.274119, 10.247, GKM_dwarf
60021765, 2.069888, -6.408379, 11.274, GKM_dwarf
60021767, 2.076961, -1.091815, 9.692, GKM_dwarf
60021769, 2.105222, 2.515164, 10.483, GKM_dwarf
60021770, 2.110862, -6.406346, 11.024, GKM_dwarf
60021772, 2.113153, -0.312334, 11.706, GKM_dwarf
60021773, 2.115883, 3.419816, 10.563, GKM_dwarf
60021779, 2.135918, 2.537217, 10.753, GKM_dwarf
60021780, 2.147755, -5.665533, 11.216, GKM_dwarf
60021783, 2.161402, 3.331494, 11.008, GKM_dwarf
60021786, 2.181593, -6.525729, 10.056, GKM_dwarf
60021789, 2.189597, -6.09284, 9.595, GKM_dwarf
60021790, 2.19796, -7.863701, 10.511, GKM_dwarf
60021791, 2.20223, -7.61393, 11.478, GKM_dwarf
60021800, 2.297027, 3.789793, 11.648, GKM_dwarf
60021802, 2.301331, 3.395768, 11.383, GKM_dwarf
60021805, 2.308631, -0.393145, 10.73, GKM_dwarf
60021806, 2.328569, 3.601203, 10.557, GKM_dwarf
60021807, 2.331005, 2.685258, 10.985, GKM_dwarf
60021811, 2.344273, 3.837764, 10.417, GKM_dwarf
60021817, 2.428424, 4.088456, 12.391, GKM_dwarf
60021820, 2.443974, 3.628374, 12.006, GKM_dwarf
60021822, 2.45611, -6.138243, 11.818, GKM_dwarf
60021825, 2.498064, -5.875021, 12.135, GKM_dwarf
60021828, 2.540108, -6.857433, 11.985, GKM_dwarf
60021830, 2.551394, -7.817516, 11.135, GKM_dwarf
60021832, 2.573419, -5.896723, 12.44, GKM_dwarf
60021835, 2.58481, -5.978872, 12.079, GKM_dwarf
60021844, 2.639857, -6.236923, 11.457, GKM_dwarf
60021845, 2.65984, -6.941251, 10.856, GKM_dwarf
60021855, 2.712732, -7.515702, 11.672, GKM_dwarf
60021864, 2.752716, -7.435004, 11.066, GKM_dwarf
60021867, 2.755333, -6.440077, 10.785, GKM_dwarf
60021886, 2.858913, 3.195947, 10.226, GKM_dwarf
60021891, 2.896732, -5.987734, 11.63, GKM_dwarf
60021893, 2.903482, 3.447654, 10.876, GKM_dwarf
60021895, 2.907764, -6.292728, 11.269, GKM_dwarf
60021914, 3.043753, -6.894646, 11.773, GKM_dwarf
60021925, 3.110884, -6.191212, 11.008, GKM_dwarf
60021932, 3.159986, -6.788093, 11.005, GKM_dwarf
60021933, 3.1694, -4.595613, 10.309, GKM_dwarf
60021948, 3.251355, -6.953082, 10.996, GKM_dwarf
60021951, 3.253937, -6.891978, 11.399, GKM_dwarf
60021952, 3.25445, -4.708797, 10.2, GKM_dwarf
60021961, 3.298965, -4.873336, 10.888, GKM_dwarf
60021975, 3.362483, -4.364517, 12.447, GKM_dwarf
60021985, 3.411595, -4.434606, 11.613, GKM_dwarf
60021989, 3.445304, -5.209268, 11.137, GKM_dwarf
60021995, 3.485861, -4.427615, 10.819, GKM_dwarf
60021996, 3.49646, -5.523665, 9.975, GKM_dwarf
60022009, 3.593217, -4.962445, 11.829, GKM_dwarf
60022021, 3.735795, -5.92468, 12.171, GKM_dwarf
60022024, 3.747344, -6.146129, 10.925, GKM_dwarf
60022036, 3.848923, -4.14456, 11.141, GKM_dwarf
60022038, 3.859563, -6.194335, 10.994, GKM_dwarf
60022039, 3.85968, -4.639122, 12.232, GKM_dwarf
60022051, 3.945586, -0.966535, 10.696, GKM_dwarf
60022052, 3.955597, -1.530059, 11.124, GKM_dwarf
60022060, 4.000851, -0.599808, 10.797, GKM_dwarf
60022080, 4.115349, -1.808468, 9.809, GKM_dwarf
60022083, 4.157344, -1.467829, 11.691, GKM_dwarf
60022091, 4.199763, -0.950544, 11.444, GKM_dwarf
60022092, 4.209866, -5.561261, 10.02, GKM_dwarf
60022099, 4.242715, -1.363911, 12.276, GKM_dwarf
60022101, 4.267665, -4.863426, 10.16, GKM_dwarf
60022105, 4.28094, -3.965745, 9.986, GKM_dwarf
60022110, 4.298085, -0.847354, 11.027, GKM_dwarf
60022112, 4.300684, -1.316566, 12.886, GKM_dwarf
60022118, 4.354186, -2.147038, 11.875, GKM_dwarf
60022119, 4.36443, -1.357001, 12.139, GKM_dwarf
60022130, 4.45029, -1.821754, 10.596, GKM_dwarf
60022131, 4.451091, -3.759839, 10.769, GKM_dwarf
60022135, 4.493423, -3.75164, 11.012, GKM_dwarf
60022138, 4.511605, -5.97116, 10.159, GKM_dwarf
60022143, 4.525067, -5.437555, 10.813, GKM_dwarf
60022146, 4.547033, -4.282854, 10.515, GKM_dwarf
60022149, 4.577934, -3.525924, 10.909, GKM_dwarf
60022150, 4.577967, -1.048261, 10.862, GKM_dwarf
60022151, 4.58552, -0.476119, 10.782, GKM_dwarf
60022152, 4.59488, -5.687885, 10.58, GKM_dwarf
60022160, 4.634521, -1.242925, 9.95, GKM_dwarf
60022166, 4.661523, -4.903471, 12.558, GKM_dwarf
60022168, 4.697613, -5.835816, 12.424, GKM_dwarf
60022177, 4.77814, -4.269136, 10.284, GKM_dwarf
60022180, 4.792008, -0.562892, 10.885, GKM_dwarf
60022182, 4.795289, -2.618064, 11.391, GKM_dwarf
60022196, 4.888546, -1.247599, 11.487, GKM_dwarf
60022201, 4.913811, -4.748731, 11.834, GKM_dwarf
60022203, 4.924327, -5.207047, 10.476, GKM_dwarf
60022204, 4.92832, -5.68224, 12.451, GKM_dwarf
60022207, 4.94257, 0.096939, 11.659, GKM_dwarf
60022209, 4.956653, -0.19281, 11.154, GKM_dwarf
60022212, 4.976528, -5.824353, 10.498, GKM_dwarf
60022214, 4.978044, -1.900773, 11.282, GKM_dwarf
60022215, 4.98346, -5.087622, 11.127, GKM_dwarf
60022225, 5.038742, -2.054886, 11.785, GKM_dwarf
60022236, 5.118333, -0.060529, 10.503, GKM_dwarf
60022243, 5.19599, -1.236585, 10.852, GKM_dwarf
60022255, 5.271411, -5.015982, 10.522, GKM_dwarf
60022258, 5.2837, -2.098768, 10.546, GKM_dwarf
60022262, 5.333053, -0.642347, 10.911, GKM_dwarf
60022271, 5.436494, -0.694573, 10.719, GKM_dwarf
60022288, 5.523612, -5.367485, 10.614, GKM_dwarf
60022290, 5.544412, -0.42643, 10.549, GKM_dwarf
60022302, 5.637534, -4.989597, 10.961, GKM_dwarf
60022304, 5.64631, -4.761249, 9.957, GKM_dwarf
60022318, 5.722263, -1.562961, 11.407, GKM_dwarf
60022329, 5.837544, -0.669333, 12.346, GKM_dwarf
60022334, 5.866713, -1.308464, 11.024, GKM_dwarf
60022342, 5.911101, -1.517315, 12.333, GKM_dwarf
60022344, 5.931857, -1.512031, 11.773, GKM_dwarf
60022391, 6.157773, -1.524361, 11.03, GKM_dwarf
60022398, 6.192487, -1.547869, 10.119, GKM_dwarf
60023097, 350.846048, -2.946854, 10.181, GKM_dwarf
60023153, 351.308077, -2.873243, 10.57, GKM_dwarf
60023165, 351.406669, -2.83146, 11.288, GKM_dwarf
60023168, 351.413791, -3.377168, 11.688, GKM_dwarf
60023171, 351.441596, -3.47695, 10.205, GKM_dwarf
60023173, 351.445019, -2.801214, 10.426, GKM_dwarf
60023176, 351.461048, -2.653517, 11.975, GKM_dwarf
60023185, 351.545821, -2.607154, 11.117, GKM_dwarf
60023193, 351.609544, -3.971506, 12.356, GKM_dwarf
60023200, 351.6684, -3.86414, 11.115, GKM_dwarf
60023204, 351.683785, -2.703635, 10.817, GKM_dwarf
60023224, 351.900043, 1.322956, 10.474, GKM_dwarf
60023231, 351.9684, -2.126308, 11.558, GKM_dwarf
60023237, 352.062881, -2.097033, 11.37, GKM_dwarf
60023238, 352.069042, -2.423287, 11.859, GKM_dwarf
60023249, 352.135142, 1.563504, 11.9, GKM_dwarf
60023250, 352.1382, 0.479338, 11.261, GKM_dwarf
60023252, 352.164646, -4.427818, 11.607, GKM_dwarf
60023263, 352.246425, 0.346313, 12.644, GKM_dwarf
60023266, 352.256478, -4.280919, 10.929, GKM_dwarf
60023274, 352.317695, -0.152013, 11.497, GKM_dwarf
60023276, 352.335577, 1.621033, 10.801, GKM_dwarf
60023282, 352.380345, -1.921761, 11.447, GKM_dwarf
60023284, 352.387946, -0.298115, 10.906, GKM_dwarf
60023285, 352.388163, -3.768872, 10.944, GKM_dwarf
60023286, 352.403398, -2.746423, 10.491, GKM_dwarf
60023289, 352.425846, 1.788125, 10.867, GKM_dwarf
60023290, 352.436507, -1.950526, 11.155, GKM_dwarf
60023295, 352.451153, -2.556304, 11.925, GKM_dwarf
60023297, 352.458101, -0.591769, 11.106, GKM_dwarf
60023301, 352.496649, 1.630779, 11.021, GKM_dwarf
60023302, 352.498282, -2.470878, 11.006, GKM_dwarf
60023312, 352.573593, -0.13011, 10.706, GKM_dwarf
60023318, 352.600211, -2.736339, 11.218, GKM_dwarf
60023319, 352.610871, -1.856252, 10.54, GKM_dwarf
60023320, 352.61642, 0.93464, 10.945, GKM_dwarf
60023321, 352.619539, 0.707018, 10.443, GKM_dwarf
60023323, 352.630372, 1.60007, 10.596, GKM_dwarf
60023326, 352.647852, 0.804825, 11.653, GKM_dwarf
60023328, 352.685807, -1.86099, 11.13, GKM_dwarf
60023329, 352.686964, -3.926912, 11.095, GKM_dwarf
60023342, 352.772797, 0.930496, 11.368, GKM_dwarf
60023343, 352.774257, 0.130458, 11.693, GKM_dwarf
60023345, 352.779901, -2.391651, 10.621, GKM_dwarf
60023346, 352.782723, -4.080422, 11.645, GKM_dwarf
60023349, 352.818328, -5.371656, 11.255, GKM_dwarf
60023353, 352.829998, -0.197237, 10.487, GKM_dwarf
60023356, 352.843353, -2.365214, 10.954, GKM_dwarf
60023361, 352.890394, -0.205785, 12.675, GKM_dwarf
60023362, 352.909854, 0.003872, 10.865, GKM_dwarf
60023367, 352.958104, -2.460589, 10.386, GKM_dwarf
60023374, 352.999674, -5.928509, 10.463, GKM_dwarf
60023378, 353.034517, -2.317488, 9.867, GKM_dwarf
60023380, 353.058301, -1.285226, 11.008, GKM_dwarf
60023381, 353.062461, -3.4896, 11.358, GKM_dwarf
60023384, 353.079019, 0.40333, 10.27, GKM_dwarf
60023390, 353.106495, 1.233375, 11.156, GKM_dwarf
60023391, 353.111638, -2.521446, 11.398, GKM_dwarf
60023394, 353.138273, -3.192685, 11.195, GKM_dwarf
60023398, 353.151965, 1.245999, 10.775, GKM_dwarf
60023403, 353.179487, 0.571493, 11.096, GKM_dwarf
60023404, 353.19547, 1.481232, 10.447, GKM_dwarf
60023405, 353.210204, 0.425712, 10.763, GKM_dwarf
60023408, 353.224751, -1.263308, 10.021, GKM_dwarf
60023414, 353.264826, 0.080175, 10.021, GKM_dwarf
60023420, 353.302941, -3.21024, 10.034, GKM_dwarf
60023422, 353.329157, -6.032153, 10.249, GKM_dwarf
60023424, 353.333003, -3.623965, 11.82, GKM_dwarf
60023427, 353.405247, -1.573103, 11.873, GKM_dwarf
60023431, 353.421237, -1.514438, 9.863, GKM_dwarf
60023433, 353.42721, 1.021281, 10.913, GKM_dwarf
60023437, 353.492965, -2.835741, 10.238, GKM_dwarf
60023446, 353.551066, -6.152545, 11.295, GKM_dwarf
60023448, 353.55271, -3.047722, 11.612, GKM_dwarf
60023452, 353.586519, 0.916586, 11.547, GKM_dwarf
60023456, 353.604773, -5.833043, 10.804, GKM_dwarf
60023460, 353.652183, -3.406048, 10.373, GKM_dwarf
60023461, 353.672146, -1.932923, 11.332, GKM_dwarf
60023465, 353.677603, 1.660727, 12.084, GKM_dwarf
60023466, 353.678927, 0.77046, 11.11, GKM_dwarf
60023467, 353.682354, 0.130255, 10.58, GKM_dwarf
60023468, 353.68877, -5.376042, 10.204, GKM_dwarf
60023469, 353.689798, -3.333179, 11.949, GKM_dwarf
60023470, 353.694502, 0.866694, 10.822, GKM_dwarf
60023474, 353.727843, -2.20924, 11.325, GKM_dwarf
60023479, 353.770051, -4.368661, 11.006, GKM_dwarf
60023484, 353.798184, -4.468316, 10.296, GKM_dwarf
60023486, 353.83109, -5.421211, 10.758, GKM_dwarf
60023487, 353.8378, 0.31654, 10.076, GKM_dwarf
60023489, 353.848511, -2.434253, 10.206, GKM_dwarf
60023490, 353.857044, -5.84164, 10.985, GKM_dwarf
60023496, 353.888398, -4.990852, 12.332, GKM_dwarf
60023498, 353.896168, -4.154175, 11.192, GKM_dwarf
60023500, 353.919022, -1.612113, 10.419, GKM_dwarf
60023501, 353.925029, 2.617435, 10.287, GKM_dwarf
60023505, 353.962992, 0.364767, 9.955, GKM_dwarf
60023506, 353.966198, -4.182687, 9.955, GKM_dwarf
60023509, 354.028165, 1.271299, 10.104, GKM_dwarf
60023513, 354.055645, -5.740879, 10.721, GKM_dwarf
60023518, 354.084251, -1.24422, 10.665, GKM_dwarf
60023523, 354.134607, 2.97866, 12.304, GKM_dwarf
60023526, 354.152335, -2.404138, 12.953, GKM_dwarf
60023528, 354.166097, -5.461951, 10.287, GKM_dwarf
60023534, 354.20565, -2.105777, 12.272, GKM_dwarf
60023535, 354.216264, 2.667417, 10.302, GKM_dwarf
60023537, 354.250343, 2.554595, 11.004, GKM_dwarf
60023539, 354.275066, -2.485041, 11.49, GKM_dwarf
60023540, 354.275143, -6.283609, 10.731, GKM_dwarf
60023542, 354.281529, 2.736342, 10.637, GKM_dwarf
60023545, 354.324478, 1.929093, 10.689, GKM_dwarf
60023547, 354.346758, 2.505343, 11.608, GKM_dwarf
60023549, 354.362305, 2.386372, 10.486, GKM_dwarf
60023550, 354.36602, 0.563011, 10.767, GKM_dwarf
60023551, 354.371318, 1.64715, 10.425, GKM_dwarf
60023553, 354.376382, 2.76239, 10.164, GKM_dwarf
60023555, 354.393792, 2.747188, 10.426, GKM_dwarf
60023558, 354.417035, 0.776792, 10.121, GKM_dwarf
60023559, 354.419939, -4.204023, 12.184, GKM_dwarf
60023567, 354.497163, -5.163186, 11.861, GKM_dwarf
60023570, 354.516356, 2.428466, 10.535, GKM_dwarf
60023571, 354.516556, -2.689666, 10.643, GKM_dwarf
60023573, 354.52676, -6.042649, 10.674, GKM_dwarf
60023574, 354.52831, -4.797213, 12.253, GKM_dwarf
60023576, 354.531379, -3.016421, 10.922, GKM_dwarf
60023577, 354.541733, -4.578459, 11.537, GKM_dwarf
60023578, 354.544415, -1.69455, 10.634, GKM_dwarf
60023580, 354.579619, 3.197367, 9.554, GKM_dwarf
60023581, 354.591936, 3.051237, 10.932, GKM_dwarf
60023586, 354.609575, -5.191673, 11.218, GKM_dwarf
60023588, 354.633212, 1.857653, 10.309, GKM_dwarf
60023591, 354.659698, -2.563734, 10.417, GKM_dwarf
