#EPIC,    ra,        dec,      Kp,   list
60019500, 1.26398, 4.62308, 14.6, cool_star
60019517, 351.80442, 0.3306, 14.6, cool_star
60019521, 2.11029, 4.3998, 14.6, cool_star
60019524, 357.38001, 5.27853, 14.6, cool_star
60019525, 352.44403, 0.2213, 14.6, cool_star
60019528, 353.00547, 0.87885, 14.6, cool_star
60019533, 355.53014, 3.70229, 14.6, cool_star
60019534, 354.12496, 2.19648, 14.6, cool_star
60019535, 0.79629, 3.84594, 14.6, cool_star
60019537, 355.53933, 3.19171, 14.6, cool_star
60019538, 358.29252, 4.14162, 14.6, cool_star
60019540, 0.62111, 3.36676, 14.6, cool_star
60019545, 358.85481, 2.7138, 14.6, cool_star
60019547, 0.85454, 1.68183, 14.6, cool_star
60019548, 1.56482, 0.63106, 14.6, cool_star
60019550, 359.37558, 1.42001, 14.6, cool_star
60019551, 357.15415, 0.93833, 14.6, cool_star
60019552, 358.67982, 1.07275, 14.6, cool_star
60019553, 358.3824, 1.07238, 14.6, cool_star
60019554, 0.07525, 0.05606, 14.6, cool_star
60019567, 5.63782, -5.15432, 14.6, cool_star
60019568, 4.99055, -5.96683, 14.6, cool_star
60019569, 5.16491, -5.58711, 14.6, cool_star
60019571, 4.48888, -4.69458, 14.6, cool_star
60019573, 3.19719, -5.24283, 14.6, cool_star
60019576, 355.56109, -5.70482, 14.6, cool_star
60019577, 352.85021, -0.44677, 14.6, cool_star
60019578, 356.66914, -5.91508, 14.6, cool_star
60019585, 0.83193, -4.56684, 14.6, cool_star
60019586, 354.32944, -0.38594, 14.6, cool_star
60019587, 355.69747, -3.95338, 14.6, cool_star
60019588, 355.85568, -4.06719, 14.6, cool_star
60019589, 2.3434, -0.82103, 14.6, cool_star
60019590, 0.42407, -4.0516, 14.6, cool_star
60019591, 359.4032, -4.42018, 14.6, cool_star
60019593, 2.05982, -0.12152, 14.6, cool_star
60019594, 355.36978, -0.85305, 14.6, cool_star
60019595, 1.62834, -0.47278, 14.6, cool_star
60019596, 356.3918, -2.49972, 14.6, cool_star
60019598, 356.05109, -0.18783, 14.6, cool_star
60019599, 356.77272, -1.03949, 14.6, cool_star
60019600, 0.027, -0.58974, 14.6, cool_star
60019601, 359.2418, -1.99979, 14.6, cool_star
60019620, 359.6192, -9.66941, 14.6, cool_star
60019623, 359.55077, -9.543, 14.6, cool_star
60019625, 0.6675, -9.22842, 14.6, cool_star
60019627, 0.11381, -9.26633, 14.6, cool_star
60019635, 351.307, -3.06834, 14.6, cool_star
60019636, 357.1568, -8.24608, 14.6, cool_star
60019637, 352.76556, -5.69528, 14.6, cool_star
60019638, 353.82185, -6.71009, 14.6, cool_star
60019639, 353.21447, -6.16713, 14.6, cool_star
60019640, 3.82145, -6.10739, 14.6, cool_star
60019641, 356.93428, -8.05007, 14.6, cool_star
60019642, 1.87104, -7.10727, 14.6, cool_star
60019643, 355.6666, -7.32371, 14.6, cool_star
60019646, 356.74755, -7.285, 14.6, cool_star
60019647, 352.66681, -3.80667, 14.6, cool_star
60019648, 2.08867, -6.2444, 14.6, cool_star
60019649, 352.71649, -2.89003, 14.6, cool_star
60019650, 352.80943, -3.13352, 14.6, cool_star
60019651, 352.99174, -3.1586, 14.6, cool_star
60019652, 352.65891, -1.99527, 14.6, cool_star
60019655, 358.71053, -6.26217, 14.6, cool_star
60019658, 354.56722, -1.2873, 14.6, cool_star
60019683, 5.30569, 0.37708, 14.7, cool_star
60019685, 1.85154, 4.75618, 14.7, cool_star
60019711, 1.63137, 4.44424, 14.7, cool_star
60019718, 354.34157, 2.85276, 14.7, cool_star
60019719, 0.52226, 4.08447, 14.7, cool_star
60019720, 354.77629, 2.60728, 14.7, cool_star
60019721, 353.78179, 0.78316, 14.7, cool_star
60019723, 1.19601, 3.34, 14.7, cool_star
60019724, 355.38488, 2.95159, 14.7, cool_star
60019727, 353.80261, 0.33439, 14.7, cool_star
60019729, 358.72946, 3.73115, 14.7, cool_star
60019733, 359.08042, 3.14702, 14.7, cool_star
60019735, 359.15746, 3.05792, 14.7, cool_star
60019738, 359.19511, 2.71363, 14.7, cool_star
60019740, 355.75288, 0.6559, 14.7, cool_star
60019741, 355.89244, 0.80988, 14.7, cool_star
60019742, 356.90508, 1.39363, 14.7, cool_star
60019743, 359.30186, 1.79621, 14.7, cool_star
60019763, 4.88308, -5.91125, 14.7, cool_star
60019764, 6.40304, -1.06787, 14.7, cool_star
60019765, 5.38043, -4.63784, 14.7, cool_star
60019766, 4.45612, -5.6933, 14.7, cool_star
60019768, 6.03988, -1.20934, 14.7, cool_star
60019770, 3.94012, -5.25819, 14.7, cool_star
60019772, 3.95446, -4.842, 14.7, cool_star
60019773, 4.94603, -0.29036, 14.7, cool_star
60019774, 4.66348, -2.29456, 14.7, cool_star
60019775, 352.24059, -0.14458, 14.7, cool_star
60019778, 4.2439, -1.74099, 14.7, cool_star
60019779, 3.98661, -0.65226, 14.7, cool_star
60019784, 353.62332, -0.17105, 14.7, cool_star
60019787, 355.28048, -4.21989, 14.7, cool_star
60019789, 358.81403, -5.43882, 14.7, cool_star
60019790, 359.57799, -5.31598, 14.7, cool_star
60019791, 353.95394, -1.13138, 14.7, cool_star
60019792, 358.51385, -4.92128, 14.7, cool_star
60019795, 358.40242, -4.7511, 14.7, cool_star
60019796, 358.40248, -4.74874, 14.7, cool_star
60019799, 356.84581, -4.06489, 14.7, cool_star
60019801, 1.84006, -1.25156, 14.7, cool_star
60019802, 1.68508, -0.90346, 14.7, cool_star
60019803, 356.92073, -3.56531, 14.7, cool_star
60019804, 356.06234, -1.54118, 14.7, cool_star
60019806, 356.66617, -2.42141, 14.7, cool_star
60019807, 356.62846, -0.74704, 14.7, cool_star
60019808, 0.32687, -0.84273, 14.7, cool_star
60019809, 358.41544, -2.52188, 14.7, cool_star
60019810, 359.40979, -2.12082, 14.7, cool_star
60019811, 357.9545, -2.14608, 14.7, cool_star
60019813, 358.08403, -1.97431, 14.7, cool_star
60019815, 357.94817, -0.11665, 14.7, cool_star
60019816, 357.96783, -1.55595, 14.7, cool_star
60019818, 358.0561, -1.186, 14.7, cool_star
60019819, 358.57785, -1.126, 14.7, cool_star
60019839, 359.61733, -9.59785, 14.7, cool_star
60019850, 354.96513, -8.23496, 14.7, cool_star
60019851, 0.3424, -8.65473, 14.7, cool_star
60019852, 0.25274, -8.57535, 14.7, cool_star
60019855, 0.5971, -8.24988, 14.7, cool_star
60019856, 0.58254, -8.19352, 14.7, cool_star
60019857, 351.258, -3.08409, 14.7, cool_star
60019858, 358.77704, -8.40882, 14.7, cool_star
60019859, 358.97867, -8.29762, 14.7, cool_star
60019860, 2.31319, -7.24446, 14.7, cool_star
60019862, 359.06028, -7.9928, 14.7, cool_star
60019863, 2.4786, -6.76829, 14.7, cool_star
60019866, 359.90049, -7.35925, 14.7, cool_star
60019867, 1.46081, -6.58078, 14.7, cool_star
60019868, 354.50534, -5.77826, 14.7, cool_star
60019869, 358.57644, -7.05694, 14.7, cool_star
60019870, 1.23353, -6.11204, 14.7, cool_star
60019872, 354.11475, -4.58369, 14.7, cool_star
60019873, 354.38884, -4.82034, 14.7, cool_star
60019874, 359.3536, -6.21164, 14.7, cool_star
60019912, 1.88716, 4.7059, 14.8, cool_star
60019930, 351.91365, 1.2653, 14.8, cool_star
60019942, 356.50882, 4.63619, 14.8, cool_star
60019943, 358.38577, 4.93688, 14.8, cool_star
60019945, 356.00677, 4.29313, 14.8, cool_star
60019947, 354.84065, 2.72001, 14.8, cool_star
60019948, 353.88513, 1.28573, 14.8, cool_star
60019950, 354.9707, 1.98333, 14.8, cool_star
60019956, 355.44446, 1.87403, 14.8, cool_star
60019959, 356.25515, 2.14793, 14.8, cool_star
60019964, 358.38525, 2.5929, 14.8, cool_star
60019966, 1.67169, 0.41815, 14.8, cool_star
60019981, 4.67958, -5.58383, 14.8, cool_star
60019982, 5.85415, -0.9633, 14.8, cool_star
60019984, 4.46206, -3.66322, 14.8, cool_star
60019985, 5.00943, -1.3745, 14.8, cool_star
60019986, 355.25847, -5.70672, 14.8, cool_star
60019989, 4.06377, -1.4564, 14.8, cool_star
60019992, 3.68102, -0.76741, 14.8, cool_star
60019993, 353.62625, -0.91597, 14.8, cool_star
60019995, 358.23655, -5.69953, 14.8, cool_star
60019997, 357.81398, -5.57621, 14.8, cool_star
60019998, 359.04791, -5.57557, 14.8, cool_star
60019999, 358.33936, -5.548, 14.8, cool_star
60020003, 356.26732, -4.77873, 14.8, cool_star
60020007, 358.39779, -4.76099, 14.8, cool_star
60020010, 354.97253, -0.68235, 14.8, cool_star
60020011, 1.66039, -0.29596, 14.8, cool_star
60020012, 355.39202, -1.23918, 14.8, cool_star
60020013, 1.49733, -0.93811, 14.8, cool_star
60020017, 358.61577, -3.21205, 14.8, cool_star
60020018, 0.80562, -0.98296, 14.8, cool_star
60020019, 356.27534, -0.59094, 14.8, cool_star
60020020, 358.87954, -2.77029, 14.8, cool_star
60020021, 357.97772, -2.48931, 14.8, cool_star
60020022, 358.37727, -2.41899, 14.8, cool_star
60020024, 357.04566, -0.91094, 14.8, cool_star
60020025, 357.86783, -1.73722, 14.8, cool_star
60020026, 358.56361, -1.81511, 14.8, cool_star
60020054, 1.00827, -8.98019, 14.8, cool_star
60020056, 0.6502, -8.97778, 14.8, cool_star
60020057, 355.84707, -8.80826, 14.8, cool_star
60020058, 356.15994, -8.8523, 14.8, cool_star
60020062, 354.65792, -7.72582, 14.8, cool_star
60020063, 0.6565, -8.41471, 14.8, cool_star
60020065, 351.16081, -3.09353, 14.8, cool_star
60020067, 353.86839, -6.85629, 14.8, cool_star
60020068, 353.33827, -6.1901, 14.8, cool_star
60020069, 353.28196, -5.98174, 14.8, cool_star
60020070, 359.42449, -8.07693, 14.8, cool_star
60020071, 356.17134, -7.61728, 14.8, cool_star
60020073, 351.64317, -2.636, 14.8, cool_star
60020074, 359.85902, -7.71935, 14.8, cool_star
60020080, 352.21118, -2.63286, 14.8, cool_star
60020081, 359.49325, -7.24072, 14.8, cool_star
60020082, 1.0801, -6.76665, 14.8, cool_star
60020084, 359.63117, -7.14114, 14.8, cool_star
60020086, 353.9153, -4.25802, 14.8, cool_star
60020087, 359.24529, -6.0933, 14.8, cool_star
60020089, 353.36529, -1.48377, 14.8, cool_star
60020091, 353.6386, -1.96538, 14.8, cool_star
60020092, 353.8181, -2.30091, 14.8, cool_star
60020093, 354.12968, -1.5491, 14.8, cool_star
60020120, 1.21327, 4.68989, 14.9, cool_star
60020121, 1.38227, 4.56065, 14.9, cool_star
60020152, 352.24284, 0.28069, 14.9, cool_star
60020153, 352.34306, 0.7188, 14.9, cool_star
60020154, 353.14325, 2.20787, 14.9, cool_star
60020155, 4.47592, 0.04114, 14.9, cool_star
60020158, 354.7046, 2.83446, 14.9, cool_star
60020161, 353.67949, 0.76908, 14.9, cool_star
60020162, 354.27989, 1.97936, 14.9, cool_star
60020163, 355.30937, 3.0529, 14.9, cool_star
60020164, 353.70029, 0.53665, 14.9, cool_star
60020165, 354.00724, 1.19618, 14.9, cool_star
60020166, 0.87831, 3.47429, 14.9, cool_star
60020167, 0.34522, 3.47714, 14.9, cool_star
60020174, 355.33521, 0.31935, 14.9, cool_star
60020176, 1.6949, 0.1503, 14.9, cool_star
60020180, 358.94579, 2.12154, 14.9, cool_star
60020181, 358.18873, 1.96736, 14.9, cool_star
60020182, 0.90907, 0.33962, 14.9, cool_star
60020183, 359.92113, 1.36904, 14.9, cool_star
60020184, 356.73093, 0.65322, 14.9, cool_star
60020186, 358.9156, 0.87285, 14.9, cool_star
60020187, 358.8274, 0.81276, 14.9, cool_star
60020203, 5.30238, -5.39877, 14.9, cool_star
60020207, 6.30651, -1.47921, 14.9, cool_star
60020209, 4.91131, -4.98764, 14.9, cool_star
60020210, 4.63444, -4.08409, 14.9, cool_star
60020212, 4.46371, -4.11744, 14.9, cool_star
60020213, 3.3083, -5.33155, 14.9, cool_star
60020214, 3.82797, -4.59738, 14.9, cool_star
60020216, 2.53165, -5.69921, 14.9, cool_star
60020217, 3.47685, -4.46276, 14.9, cool_star
60020218, 352.57856, 0.05278, 14.9, cool_star
60020219, 4.37077, -1.86472, 14.9, cool_star
60020220, 352.98296, -0.60026, 14.9, cool_star
60020225, 357.12533, -5.93319, 14.9, cool_star
60020228, 357.8268, -5.70817, 14.9, cool_star
60020231, 355.05716, -3.9364, 14.9, cool_star
60020233, 359.81676, -5.22892, 14.9, cool_star
60020234, 356.60153, -4.76868, 14.9, cool_star
60020237, 354.72328, -0.37328, 14.9, cool_star
60020238, 358.88337, -4.2871, 14.9, cool_star
60020239, 355.10609, -1.37038, 14.9, cool_star
60020240, 0.00573, -3.84877, 14.9, cool_star
60020241, 358.88811, -4.08526, 14.9, cool_star
60020242, 1.50669, -1.37128, 14.9, cool_star
60020243, 1.50019, -0.98872, 14.9, cool_star
60020244, 356.16933, -2.55652, 14.9, cool_star
60020245, 355.8279, -1.72586, 14.9, cool_star
60020247, 357.06168, -3.23339, 14.9, cool_star
60020248, 357.15832, -3.15399, 14.9, cool_star
60020257, 356.5641, -0.28247, 14.9, cool_star
60020258, 356.60821, -1.21073, 14.9, cool_star
60020259, 357.53866, -2.3716, 14.9, cool_star
60020260, 0.32996, -0.84712, 14.9, cool_star
60020261, 358.62365, -2.39086, 14.9, cool_star
60020262, 357.0287, -0.63983, 14.9, cool_star
60020264, 358.30127, -1.13082, 14.9, cool_star
60020287, 355.74692, -9.00496, 14.9, cool_star
60020290, 359.18359, -9.27057, 14.9, cool_star
60020291, 354.73624, -8.38552, 14.9, cool_star
60020292, 359.62496, -9.19891, 14.9, cool_star
60020293, 354.79455, -8.38081, 14.9, cool_star
60020297, 356.50163, -8.6052, 14.9, cool_star
60020298, 354.69813, -7.80665, 14.9, cool_star
60020300, 351.11111, -2.6611, 14.9, cool_star
60020301, 354.9087, -7.43847, 14.9, cool_star
60020302, 3.10805, -6.60233, 14.9, cool_star
60020304, 353.66741, -6.37098, 14.9, cool_star
60020305, 1.67035, -7.29489, 14.9, cool_star
60020306, 353.89622, -6.22507, 14.9, cool_star
60020309, 2.49925, -6.53362, 14.9, cool_star
60020310, 353.95901, -6.07947, 14.9, cool_star
60020311, 359.94727, -7.58583, 14.9, cool_star
60020314, 359.9247, -7.41033, 14.9, cool_star
60020316, 352.46121, -3.74104, 14.9, cool_star
60020318, 352.50614, -3.15441, 14.9, cool_star
60020319, 1.45932, -6.47832, 14.9, cool_star
60020320, 358.52409, -7.13514, 14.9, cool_star
60020323, 1.20998, -6.42828, 14.9, cool_star
60020324, 353.9001, -4.82925, 14.9, cool_star
60020325, 358.85523, -6.79406, 14.9, cool_star
60020326, 352.76295, -2.32239, 14.9, cool_star
60020327, 353.32715, -3.71762, 14.9, cool_star
60020329, 359.24594, -6.65167, 14.9, cool_star
60020330, 353.46988, -3.27746, 14.9, cool_star
60020331, 353.51076, -3.21912, 14.9, cool_star
60020332, 359.46433, -6.28152, 14.9, cool_star
60020334, 353.52932, -3.0492, 14.9, cool_star
60020336, 353.63864, -1.89639, 14.9, cool_star
60020365, 351.50452, 0.92219, 15.0, cool_star
60020368, 351.99581, 0.19304, 15.0, cool_star
60020371, 352.90577, 1.83078, 15.0, cool_star
60020372, 2.85595, 3.50869, 15.0, cool_star
60020376, 356.67992, 4.57763, 15.0, cool_star
60020377, 354.06065, 2.6292, 15.0, cool_star
60020378, 353.43532, 1.25214, 15.0, cool_star
60020379, 0.02473, 3.89228, 15.0, cool_star
60020380, 358.65269, 4.07676, 15.0, cool_star
60020381, 353.87943, 0.38488, 15.0, cool_star
60020383, 1.13382, 2.76768, 15.0, cool_star
60020385, 356.13133, 2.50923, 15.0, cool_star
60020386, 355.58334, 1.8807, 15.0, cool_star
60020387, 359.16198, 2.75527, 15.0, cool_star
60020390, 358.86779, 2.18467, 15.0, cool_star
60020392, 356.91749, 0.05771, 15.0, cool_star
60020405, 5.50321, -5.23913, 15.0, cool_star
60020409, 4.86299, -4.37609, 15.0, cool_star
60020411, 4.52578, -4.70575, 15.0, cool_star
60020412, 5.08661, -0.37405, 15.0, cool_star
60020413, 5.00699, -1.3122, 15.0, cool_star
60020414, 4.91337, -0.89444, 15.0, cool_star
60020415, 4.72358, -2.17206, 15.0, cool_star
60020416, 2.91662, -5.05829, 15.0, cool_star
60020424, 1.3994, -5.11342, 15.0, cool_star
60020426, 359.0811, -5.716, 15.0, cool_star
60020427, 1.45913, -4.06257, 15.0, cool_star
60020428, 354.53573, -0.22557, 15.0, cool_star
60020429, 355.71198, -3.36504, 15.0, cool_star
60020430, 355.41576, -1.59055, 15.0, cool_star
60020433, 356.35472, -2.47791, 15.0, cool_star
60020436, 357.19322, -0.73134, 15.0, cool_star
60020438, 357.88343, -0.55966, 15.0, cool_star
60020462, 355.957, -7.972, 15.0, cool_star
60020463, 355.33854, -7.65307, 15.0, cool_star
60020467, 356.03565, -7.2743, 15.0, cool_star
60020468, 353.79276, -5.81885, 15.0, cool_star
60020469, 352.40157, -3.44906, 15.0, cool_star
60020470, 353.91249, -5.54, 15.0, cool_star
60020472, 0.02189, -7.10672, 15.0, cool_star
60020473, 353.12031, -3.11305, 15.0, cool_star
60020475, 354.43329, -4.66699, 15.0, cool_star
60020476, 359.47006, -6.09125, 15.0, cool_star
60020477, 353.48888, -1.89687, 15.0, cool_star
60020478, 354.32459, -2.00245, 15.0, cool_star
60020479, 354.23336, -1.41294, 15.0, cool_star
60020480, 354.70127, -2.64164, 15.0, cool_star
60020485, 5.169, -5.85822222, 9.99269478, red_giant
60020490, 3.52845833, -5.78644444, 9.91287068, red_giant
60020492, 1.062, -0.00741667, 9.54259576, red_giant
60020493, 352.92116667, 1.7325, 9.64764737, red_giant
60020495, 0.924625, -1.55552778, 9.36345802, red_giant
60020496, 355.31783333, -3.14263889, 9.88573567, red_giant
60020501, 355.76970833, -8.96297222, 9.70742552, red_giant
60020505, 1.1275, -7.2835, 10.63115663, red_giant
60020506, 355.97441667, -3.59841667, 10.18261397, red_giant
60020507, 4.84129167, -4.12730556, 10.75260633, red_giant
60020511, 0.734625, -3.3835, 10.67455057, red_giant
60020518, 359.67683333, -7.11175, 10.95079802, red_giant
60020519, 352.28891667, -2.16747222, 10.85263269, red_giant
60020526, 1.48666667, -4.78497222, 10.72556407, red_giant
60020529, 355.33679167, -7.43547222, 10.84647164, red_giant
60020530, 1.45866667, -0.15294444, 10.85853438, red_giant
60020536, 1.055625, -6.72216667, 10.92009535, red_giant
60020537, 352.73366667, -5.32227778, 10.78881485, red_giant
60020538, 359.70875, -2.79883333, 10.56382228, red_giant
60020542, 354.7535, -4.94033333, 10.56401022, red_giant
60020544, 355.38470833, -1.22933333, 10.87569478, red_giant
60020545, 4.65408333, -1.14397222, 10.41853215, red_giant
60020547, 5.43645833, -0.69458333, 10.75553085, red_giant
60020548, 2.315375, -5.73327778, 10.79200906, red_giant
60020551, 1.09479167, -5.15841667, 10.81381485, red_giant
60020552, 352.037875, 1.16594444, 10.7333908, red_giant
60020562, 354.91529167, -7.52675, 10.73504776, red_giant
60020563, 353.657875, -0.13708333, 10.08495903, red_giant
60020567, 355.12475, -3.59175, 10.35639868, red_giant
60020570, 352.83004167, -0.19722222, 10.50401319, red_giant
60020571, 5.78183333, -0.91363889, 10.6147451, red_giant
60020575, 356.46354167, -8.05455556, 10.73631751, red_giant
60020580, 352.05695833, -3.0295, 11.31686927, red_giant
60020581, 352.779875, -2.39169444, 11.46945679, red_giant
60020586, 3.718875, -1.13819444, 11.14854893, red_giant
60020588, 355.239, -1.47663889, 11.86355057, red_giant
60020589, 1.40420833, -1.26177778, 11.59633737, red_giant
60020590, 356.98583333, -7.99558333, 11.73766696, red_giant
60020596, 2.20229167, -7.61388889, 11.44953855, red_giant
60020597, 1.08804167, 1.15402778, 11.13438251, red_giant
60020598, 3.254, -6.892, 11.3625164, red_giant
60020601, 0.14483333, -5.552, 11.45471101, red_giant
60020604, 0.41783333, -1.4755, 11.62451071, red_giant
60020605, 4.85920833, -5.54375, 11.84814253, red_giant
60020611, 354.88925, -8.18702778, 11.52137607, red_giant
60020612, 356.53316667, -5.99544444, 11.66213142, red_giant
60020613, 352.90691667, 1.81461111, 11.22332724, red_giant
60020614, 0.197625, -5.93041667, 11.11454551, red_giant
60020615, 356.75333333, -4.77855556, 11.62438251, red_giant
60020626, 351.66383333, -2.59652778, 11.92490262, red_giant
60020627, 359.29066667, -6.65522222, 11.23069997, red_giant
60020629, 358.45483333, -1.40380556, 11.47909882, red_giant
60020630, 354.92975, -7.54877778, 11.91331115, red_giant
60020631, 359.82041667, -8.48405556, 11.60464737, red_giant
60020633, 4.646625, -6.26430556, 11.73503071, red_giant
60020635, 354.89295833, 0.04241667, 11.35785219, red_giant
60020637, 357.63554167, -4.35025, 11.27359372, red_giant
60020642, 351.97225, 0.15586111, 11.36265743, red_giant
60020646, 1.43270833, 0.3005, 11.25831358, red_giant
60020650, 4.89008333, -5.072, 11.06195939, red_giant
60020654, 0.686375, -8.70505556, 11.79890173, red_giant
60020662, 352.11333333, -4.56725, 12.22566237, red_giant
60020669, 1.82020833, -0.74883333, 12.1423823, red_giant
60020670, 355.57233333, -1.72627778, 12.51426496, red_giant
60020672, 1.25516667, -0.18819444, 12.03265492, red_giant
60020675, 0.07270833, -8.118, 12.64909067, red_giant
60020676, 2.18041667, -7.55991667, 12.67629741, red_giant
60020677, 355.46958333, -8.70905556, 12.06807097, red_giant
60020678, 2.30425, -5.56194444, 12.64699752, red_giant
60020679, 359.0765, -9.51938889, 12.72214779, red_giant
60020682, 355.45629167, -3.99297222, 12.0500926, red_giant
60020686, 0.39258333, -8.81066667, 12.00333671, red_giant
60020688, 358.72925, -3.29575, 12.31546795, red_giant
60020691, 4.43254167, -5.29172222, 12.0405164, red_giant
60020695, 359.07216667, -2.15844444, 12.06161361, red_giant
60020698, 358.922625, -1.80527778, 12.21854893, red_giant
60020699, 355.49791667, -6.91536111, 12.73173718, red_giant
60020702, 358.514875, -6.07244444, 12.18051476, red_giant
60020705, 1.24533333, -6.34997222, 12.31645117, red_giant
60020707, 4.66541667, -6.12994444, 12.01915359, red_giant
60020709, 358.7425, -8.76891667, 12.32495903, red_giant
60020710, 358.05908333, -2.84669444, 12.11544731, red_giant
60020713, 359.08670833, -1.96758333, 12.26159933, red_giant
60020715, 359.032625, -2.49183333, 12.86758464, red_giant
60020716, 355.22975, -3.65519444, 12.24068535, red_giant
60020717, 358.02783333, -2.31480556, 12.17056839, red_giant
60020718, 3.65816667, -4.7175, 12.42426525, red_giant
60020720, 4.019875, -6.32830556, 12.45482228, red_giant
60020722, 1.697625, -6.58230556, 12.54309535, red_giant
60020726, 4.49095833, -6.39355556, 12.83892373, red_giant
60020727, 359.5885, -5.23122222, 12.75012198, red_giant
60020731, 357.38408333, -5.71461111, 12.12966805, red_giant
60020732, 0.36516667, -5.77819444, 12.44855902, red_giant
60020735, 1.58420833, -0.05413889, 12.37210107, red_giant
60020736, 359.35179167, -8.98872222, 12.67285787, red_giant
60020737, 356.75925, -1.12108333, 12.67464737, red_giant
60020739, 359.35591667, -6.10963889, 12.04269743, red_giant
60020741, 1.88041667, -5.88566667, 12.67396369, red_giant
60020742, 355.624375, -8.14633333, 12.02231301, red_giant
60020748, 359.60241667, -9.97488889, 12.92722274, red_giant
60020754, 355.44354167, -7.23494444, 12.30351071, red_giant
60020755, 1.235125, -1.02616667, 12.82471419, red_giant
60020762, 5.370043, -0.940884, 9.60285759, red_giant
60020765, 357.074543, 3.462665, 9.97913074, red_giant
60020770, 357.536364, 4.4668, 9.1078825, red_giant
60020773, 359.99908, -0.065399, 10.46740627, red_giant
60020780, 352.958235, -0.307, 10.79086876, red_giant
60020781, 354.899334, -7.366737, 10.70019054, red_giant
60020783, 357.054611, 5.174898, 10.28069878, red_giant
60020789, 0.414184, -8.137644, 11.5477581, red_giant
60020792, 355.054155, -8.690714, 11.56088448, red_giant
60020794, 357.612523, 1.001909, 11.87366486, red_giant
60020797, 356.517209, -3.225804, 11.86691189, red_giant
60020798, 355.360211, 2.697896, 11.30572224, red_giant
60020800, 356.265, -5.182263, 12.6385994, red_giant
60020803, 356.661863, -4.197902, 12.77259541, red_giant
60020809, 358.425474, -4.761268, 12.74117374, red_giant
60020811, 355.914213, -4.13325, 12.87588406, red_giant
60020820, 358.820558, -6.661351, 13.66233635, red_giant
60020826, 3.045981, -5.165919, 13.17091274, red_giant
60020827, 2.82231, 3.312491, 13.35310841, red_giant
60020829, 357.932316, -0.468917, 13.84401798, red_giant
60020831, 353.076981, -0.586503, 13.99224472, red_giant
60020832, 354.286343, 0.677978, 13.48256111, red_giant
60020835, 355.546712, -6.947345, 13.47720146, red_giant
60020837, 2.014256, -0.461242, 13.31552601, red_giant
60020842, 1.564362, 0.374654, 13.92709255, red_giant
60020843, 354.41514, -0.62559, 13.47925091, red_giant
60020847, 357.180811, -5.637871, 13.79286289, red_giant
60020862, 4.586762, -5.763126, 13.83317757, red_giant
60020863, 5.578301, -5.35737, 13.09364605, red_giant
60020866, 353.757547, -6.34587, 13.84836102, red_giant
60020867, 355.366754, -1.319886, 13.76791286, red_giant
60020875, 0.165809, -7.358187, 13.50993919, red_giant
60020876, 355.719384, 3.502589, 13.48554802, red_giant
60020879, 358.70784, 3.624397, 13.81257057, red_giant
60020882, 1.850166, 4.281726, 13.73961449, red_giant
60020883, 356.22881, 2.111412, 13.09587193, red_giant
60020894, 1.816182, 4.631726, 13.63302135, red_giant
60020898, 357.743181, -5.864996, 13.80498981, red_giant
60020900, 357.880997, -5.640129, 13.02976704, red_giant
60020901, 356.788203, -3.805115, 13.96373558, red_giant
60020904, 5.054933, -5.067101, 13.66611576, red_giant
60020905, 357.027322, -3.455112, 13.17833805, red_giant
60020910, 2.357462, -0.638261, 13.54301357, red_giant
60020911, 358.583618, 1.709852, 13.98686695, red_giant
60020914, 353.042684, 0.374413, 13.00998497, red_giant
60020922, 4.151874, -3.88157, 13.08008957, red_giant
60020924, 355.570874, -8.179143, 13.91880035, red_giant
60020927, 359.165943, 2.896294, 13.23171139, red_giant
60020928, 358.010646, -6.261328, 13.87327671, red_giant
60020931, 1.717201, -1.248172, 13.98659897, red_giant
60020932, 0.440222, -7.692211, 13.25807858, red_giant
60020936, 352.535582, -2.499611, 13.49225044, red_giant
60020940, 358.39976, -5.790604, 13.48046494, red_giant
60020942, 356.448203, -4.798044, 13.78963947, red_giant
60020945, 2.308515, -0.667979, 13.08832932, red_giant
60020946, 2.056772, -8.210664, 13.07785892, red_giant
60020948, 356.935114, 5.003158, 13.29809284, red_giant
60020949, 357.20004, 3.549342, 13.46924496, red_giant
60020956, 0.774038, -5.47067, 13.49797726, red_giant
60020960, 352.553753, 1.375006, 13.11056042, red_giant
60020965, 0.564989, 3.18277, 13.5724411, red_giant
60020966, 0.522285, -5.601713, 13.74102974, red_giant
60020971, 354.101632, -5.005708, 13.04911709, red_giant
60020974, 354.153904, -1.5603, 13.88469791, red_giant
60020976, 359.758904, 1.393529, 13.02660561, red_giant
60020981, 355.182794, -7.578155, 13.04838467, red_giant
60020984, 353.721502, -4.477937, 14.98345375, red_giant
60020986, 353.280252, -3.094776, 14.58585739, red_giant
60020999, 354.930677, -0.730697, 14.9743042, red_giant
60021005, 354.179678, -0.436498, 14.54701042, red_giant
60021009, 356.242019, -7.431002, 14.35132217, red_giant
60021012, 354.807363, -8.172494, 14.29027176, red_giant
60021017, 359.198257, 2.260388, 14.45568275, red_giant
60021020, 354.455373, 2.565528, 14.58753586, red_giant
60021026, 5.376726, -2.027613, 14.84486294, red_giant
60021033, 359.058749, -6.323427, 14.90985203, red_giant
60021039, 356.51649, 0.237526, 14.22745705, red_giant
